date,city_slug,city_name,landing_url,new_offers_url,students_url,rooms_url,active_offers,median_price,avg_price_per_m2,avg_price,cheapest_district,expensive_district,top_source,top_price_range,new_offers_last_day,new_offers_last_7d
2026-04-24,krakow,Kraków,https://znajdznajem.pl/krakow,https://znajdznajem.pl/krakow/nowe-oferty,https://znajdznajem.pl/krakow/dla-studentow,https://znajdznajem.pl/krakow/pokoje,6014,2500,68,2733,Nowa Huta,Stare Miasto,olx,2 500-2 999 zł,13,1809
2026-04-24,warszawa,Warszawa,https://znajdznajem.pl/warszawa,https://znajdznajem.pl/warszawa/nowe-oferty,https://znajdznajem.pl/warszawa/dla-studentow,https://znajdznajem.pl/warszawa/pokoje,9782,2950,84,3531,Rembertów,Wilanów,olx,1 000-1 499 zł,12,2633
